"Sample_geo_accession","Sample_status","Sample_submission_date","Sample_last_update_date","Sample_type","Sample_channel_count","Sample_source","Sample_organism","Sample_perturbagen","Sample_dosage","Sample_batch","Sample_duration","Sample_perturbagen_type","Sample_well_id","Sample_plate_id","Sample_molecule","Sample_extract_protocol","Sample_label","Sample_label_protocol","Sample_taxid","Sample_hyb_protocol","Sample_scan_protocol","Sample_description","Sample_data_processing"
"GSM3363501","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","DMSO",NA,"MSA102_D","6_hours","perturbation type: vehicle","well id: F12","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363502","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","diphemanil metilsulfate","10_uM","MSA102_C","duration: 6_hours","perturbation type: test","well id: F13","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363503","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","diphemanil metilsulfate","10_uM","MSA102_D","duration: 6_hours","perturbation type: test","well id: F14","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363504","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","tyloxapol","4_uM","MSA102_C","duration: 6_hours","perturbation type: test","well id: F15","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363505","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","tyloxapol","4_uM","MSA102_D","duration: 6_hours","perturbation type: test","well id: F16","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363506","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","DMSO",NA,"MSA102_C","6_hours","perturbation type: vehicle","well id: F17","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363507","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","DMSO",NA,"MSA102_D","6_hours","perturbation type: vehicle","well id: F18","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363508","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","anisomycin","10_uM","MSA102_C","duration: 6_hours","perturbation type: test","well id: F19","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363509","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","anisomycin","10_uM","MSA102_D","duration: 6_hours","perturbation type: test","well id: F20","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363510","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","methylbenzethonium chloride","8.6_uM","MSA102_C","duration: 6_hours","perturbation type: test","well id: F21","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363511","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","methylbenzethonium chloride","8.6_uM","MSA102_D","duration: 6_hours","perturbation type: test","well id: F22","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363512","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","LY379268","0.1_uM","MSA102_C","duration: 6_hours","perturbation type: test","well id: F23","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363513","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"cancerCells","Homo sapiens","LY379268","0.1_uM","MSA102_D","duration: 6_hours","perturbation type: test","well id: F24","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363514","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","diflorasone","8_uM","MSA102_A","duration: 6_hours","perturbation type: test","well id: G01","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363515","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","diflorasone","8_uM","MSA102_B","duration: 6_hours","perturbation type: test","well id: G02","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363516","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","Loxapine","1_uM","MSA102_A","duration: 6_hours","perturbation type: test","well id: G03","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363517","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","Loxapine","1_uM","MSA102_B","duration: 6_hours","perturbation type: test","well id: G04","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363518","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","melatonin","1_uM","MSA102_A","duration: 6_hours","perturbation type: test","well id: G05","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363519","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","melatonin","1_uM","MSA102_B","duration: 6_hours","perturbation type: test","well id: G06","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363520","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","emetine","7.2_uM","MSA102_A","duration: 6_hours","perturbation type: test","well id: G07","plate id: MSA102","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
